file,key_fix_text,label(bbox)
00829197_page-0.png,substantial holder name,"[185.0, 189.0, 80.0, 11.0]"
00829197_page-0.png,holder ACN/ARSN,"[185.0, 206.0, 59.0, 10.0]"
00829197_page-0.png,There was a change in the interests of the substantial holder on,"[252.0, 244.0, 54.0, 10.0]"
00829197_page-0.png,The previous notice was dated,"[252.0, 260.0, 53.0, 11.0]"
00829197_page-0.png,The previous notice was given to the company on,"[253.0, 277.0, 52.0, 10.0]"
00829197_page-0.png,class of securities,"[84.0, 394.0, 99.0, 16.0]"
00829197_page-0.png,Previous notice Person's notes,"[214.0, 397.0, 48.0, 9.0]"
00829197_page-0.png,Previous notice Voting power,"[298.0, 397.0, 29.0, 9.0]"
00829197_page-0.png,Present notice Person's votes,"[393.0, 396.0, 53.0, 10.0]"
00829197_page-0.png,Present notice Voting power,"[457.0, 397.0, 27.0, 10.0]"
00829244_page-0.png,company name,"[169.0, 134.0, 122.0, 10.0]"
00829244_page-0.png,company ACN/ARSN,-1
00829244_page-0.png,substantial holder name,"[169.0, 201.0, 213.0, 12.0]"
00829244_page-0.png,holder ACN/ARSN,"[168.0, 221.0, 21.0, 10.0]"
00829244_page-0.png,There was a change in the interests of the substantial holder on,"[242.0, 260.0, 61.0, 10.0]"
00829244_page-0.png,The previous notice was dated,"[242.0, 278.0, 61.0, 9.0]"
00829244_page-0.png,The previous notice was given to the company on,"[242.0, 295.0, 60.0, 10.0]"
00829244_page-0.png,class of securities,"[62.0, 423.0, 46.0, 11.0]"
00829244_page-0.png,Previous notice Person's notes,"[200.0, 422.0, 56.0, 10.0]"
00829244_page-0.png,Present notice Person's votes,"[380.0, 422.0, 55.0, 10.0]"
00829244_page-0.png,Present notice Voting power,"[458.0, 422.0, 28.0, 10.0]"
00829244_page-0.png,Previous notice Voting power,"[290.0, 423.0, 29.0, 9.0]"
00829253_page-0.png,company name,"[169.0, 135.0, 127.0, 10.0]"
00829253_page-0.png,company ACN/ARSN,-1
00829253_page-0.png,substantial holder name,"[169.0, 201.0, 213.0, 12.0]"
00829253_page-0.png,holder ACN/ARSN,"[168.0, 221.0, 21.0, 10.0]"
00829253_page-0.png,There was a change in the interests of the substantial holder on,"[242.0, 260.0, 61.0, 10.0]"
00829253_page-0.png,The previous notice was dated,"[242.0, 278.0, 61.0, 9.0]"
00829253_page-0.png,The previous notice was given to the company on,"[242.0, 295.0, 60.0, 10.0]"
00829253_page-0.png,class of securities,"[62.0, 423.0, 46.0, 11.0]"
00829253_page-0.png,Previous notice Person's notes,"[200.0, 422.0, 56.0, 10.0]"
00829253_page-0.png,Present notice Person's votes,"[386.0, 423.0, 55.0, 9.0]"
00829253_page-0.png,Present notice Voting power,"[458.0, 422.0, 33.0, 10.0]"
00829253_page-0.png,Previous notice Voting power,"[290.0, 422.0, 34.0, 10.0]"
00829404_page-0.png,company name,"[163.0, 154.0, 105.0, 11.0]"
00829404_page-0.png,company ACN/ARSN,"[162.0, 177.0, 49.0, 10.0]"
00829404_page-0.png,substantial holder name,"[162.0, 209.0, 61.0, 10.0]"
00829404_page-0.png,holder ACN/ARSN,"[163.0, 222.0, 47.0, 10.0]"
00829404_page-0.png,There was a change in the interests of the substantial holder on,"[207.0, 247.0, 52.0, 10.0]"
00829404_page-0.png,The previous notice was dated,"[207.0, 268.0, 52.0, 10.0]"
00829404_page-0.png,The previous notice was given to the company on,"[207.0, 282.0, 51.0, 10.0]"
00829404_page-0.png,class of securities,"[50.0, 394.0, 66.0, 10.0]"
00829404_page-0.png,Previous notice Person's notes,"[149.0, 393.0, 48.0, 12.0]"
00829404_page-0.png,Previous notice Voting power,"[241.0, 394.0, 28.0, 10.0]"
00829404_page-0.png,Present notice Person's votes,"[331.0, 393.0, 48.0, 12.0]"
00829404_page-0.png,Present notice Voting power,"[422.0, 394.0, 30.0, 9.0]"
00829616_page-0.png,company name,"[169.0, 134.0, 69.0, 11.0]"
00829616_page-0.png,substantial holder name,"[169.0, 200.0, 117.0, 13.0]"
00829616_page-0.png,holder ACN/ARSN,"[169.0, 220.0, 63.0, 11.0]"
00829616_page-0.png,There was a change in the interests of the substantial holder on,"[240.0, 260.0, 47.0, 12.0]"
00829616_page-0.png,The previous notice was dated,"[241.0, 278.0, 56.0, 8.0]"
00829616_page-0.png,The previous notice was given to the company on,"[240.0, 295.0, 57.0, 10.0]"
00829616_page-0.png,class of securities,"[60.0, 421.0, 48.0, 13.0]"
00829616_page-0.png,Previous notice Person's notes,"[199.0, 422.0, 58.0, 11.0]"
00829616_page-0.png,Previous notice Voting power,"[290.0, 422.0, 18.0, 11.0]"
00829616_page-0.png,Present notice Person's votes,"[380.0, 422.0, 55.0, 10.0]"
00829616_page-0.png,Present notice Voting power,"[457.0, 422.0, 29.0, 12.0]"
00829616_page-0.png,company ACN/ARSN,"[169.0, 152.0, 63.0, 11.0]"
00829668_page-0.png,company name,"[158.0, 151.0, 121.0, 11.0]"
00829668_page-0.png,company ACN/ARSN,"[158.0, 175.0, 60.0, 12.0]"
00829668_page-0.png,substantial holder name,"[157.0, 235.0, 144.0, 10.0]"
00829668_page-0.png,holder ACN/ARSN,"[158.0, 249.0, 61.0, 9.0]"
00829668_page-0.png,There was a change in the interests of the substantial holder on,"[217.0, 287.0, 53.0, 12.0]"
00829668_page-0.png,The previous notice was dated,"[217.0, 303.0, 53.0, 10.0]"
00829668_page-0.png,The previous notice was given to the company on,"[218.0, 315.0, 53.0, 11.0]"
00829668_page-0.png,class of securities,"[93.0, 428.0, 103.0, 11.0]"
00829668_page-0.png,Previous notice Person's notes,"[203.0, 428.0, 54.0, 11.0]"
00829668_page-0.png,Previous notice Voting power,"[292.0, 429.0, 29.0, 9.0]"
00829668_page-0.png,Present notice Person's votes,"[369.0, 428.0, 57.0, 10.0]"
00829668_page-0.png,Present notice Voting power,"[457.0, 429.0, 28.0, 9.0]"
00829681_page-1.png,company name,"[162.0, 127.0, 146.0, 12.0]"
00829681_page-1.png,company ACN/ARSN,"[162.0, 154.0, 261.0, 21.0]"
00829681_page-1.png,substantial holder name,"[162.0, 218.0, 394.0, 20.0]"
00829681_page-1.png,holder ACN/ARSN,"[162.0, 250.0, 219.0, 53.0]"
00829681_page-1.png,There was a change in the interests of the substantial holder on,"[213.0, 330.0, 40.0, 9.0]"
00829681_page-1.png,The previous notice was dated,"[212.0, 342.0, 41.0, 9.0]"
00829681_page-1.png,The previous notice was given to the company on,"[212.0, 354.0, 40.0, 9.0]"
00829681_page-1.png,class of securities,"[88.0, 483.0, 94.0, 19.0]"
00829681_page-1.png,Previous notice Person's notes,"[220.0, 488.0, 40.0, 10.0]"
00829681_page-1.png,Present notice Person's votes,"[412.0, 489.0, 41.0, 9.0]"
00829681_page-1.png,Present notice Voting power,"[498.0, 489.0, 26.0, 9.0]"
00829681_page-1.png,Previous notice Voting power,"[328.0, 488.0, 24.0, 10.0]"
00829688_page-1.png,company name,"[146.0, 74.0, 59.0, 7.0]"
00829688_page-1.png,company ACN/ARSN,"[146.0, 85.0, 28.0, 7.0]"
00829688_page-1.png,substantial holder name,"[146.0, 108.0, 134.0, 6.0]"
00829688_page-1.png,There was a change in the interests of the substantial holder on,"[264.0, 119.0, 31.0, 6.0]"
00829688_page-1.png,The previous notice was dated,"[264.0, 125.0, 27.0, 5.0]"
00829688_page-1.png,The previous notice was given to the company on,"[264.0, 131.0, 27.0, 5.0]"
00829688_page-1.png,class of securities,"[82.0, 193.0, 40.0, 5.0]"
00829688_page-1.png,Previous notice Person's notes,"[188.0, 193.0, 23.0, 5.0]"
00829688_page-1.png,Previous notice Voting power,"[247.0, 193.0, 16.0, 4.0]"
00829688_page-1.png,Present notice Person's votes,"[294.0, 193.0, 24.0, 5.0]"
00829688_page-1.png,Present notice Voting power,"[346.0, 193.0, 17.0, 5.0]"
00829722_page-2.png,company name,"[179.0, 143.0, 219.0, 11.0]"
00829722_page-2.png,company ACN/ARSN,"[179.0, 182.0, 47.0, 8.0]"
00829722_page-2.png,substantial holder name,"[179.0, 235.0, 159.0, 13.0]"
00829722_page-2.png,holder ACN/ARSN,"[179.0, 255.0, 15.0, 9.0]"
00829722_page-2.png,There was a change in the interests of the substantial holder on,"[220.0, 266.0, 31.0, 9.0]"
00829722_page-2.png,The previous notice was dated,"[221.0, 295.0, 34.0, 9.0]"
00829722_page-2.png,The previous notice was given to the company on,"[221.0, 323.0, 35.0, 9.0]"
00829722_page-2.png,class of securities,"[111.0, 455.0, 53.0, 8.0]"
00829722_page-2.png,Previous notice Person's notes,"[221.0, 455.0, 42.0, 8.0]"
00829722_page-2.png,Previous notice Voting power,"[309.0, 455.0, 28.0, 8.0]"
00829722_page-2.png,Present notice Person's votes,"[387.0, 455.0, 42.0, 8.0]"
00829722_page-2.png,Present notice Voting power,"[440.0, 455.0, 28.0, 8.0]"
00829796_page-1.png,company name,"[163.0, 161.0, 102.0, 9.0]"
00829796_page-1.png,company ACN/ARSN,"[162.0, 180.0, 48.0, 9.0]"
00829796_page-1.png,substantial holder name,"[163.0, 228.0, 101.0, 10.0]"
00829796_page-1.png,holder ACN/ARSN,"[164.0, 239.0, 46.0, 8.0]"
00829796_page-1.png,There was a change in the interests of the substantial holder on,"[207.0, 267.0, 44.0, 9.0]"
00829796_page-1.png,The previous notice was dated,"[207.0, 286.0, 45.0, 10.0]"
00829796_page-1.png,The previous notice was given to the company on,"[207.0, 315.0, 45.0, 9.0]"
00829796_page-1.png,class of securities,"[92.0, 419.0, 86.0, 9.0]"
00829796_page-1.png,Previous notice Person's notes,"[233.0, 420.0, 42.0, 7.0]"
00829796_page-1.png,Previous notice Voting power,"[326.0, 419.0, 30.0, 8.0]"
00829796_page-1.png,Present notice Person's votes,"[394.0, 420.0, 42.0, 7.0]"
00829796_page-1.png,Present notice Voting power,"[469.0, 419.0, 30.0, 8.0]"
00829920_page-0.png,company name,"[138.0, 169.0, 65.0, 11.0]"
00829920_page-0.png,company ACN/ARSN,"[139.0, 189.0, 47.0, 10.0]"
00829920_page-0.png,substantial holder name,"[139.0, 228.0, 64.0, 11.0]"
00829920_page-0.png,holder ACN/ARSN,"[139.0, 242.0, 46.0, 9.0]"
00829920_page-0.png,There was a change in the interests of the substantial holder on,"[184.0, 268.0, 35.0, 12.0]"
00829920_page-0.png,The previous notice was dated,"[185.0, 289.0, 32.0, 11.0]"
00829920_page-0.png,The previous notice was given to the company on,"[184.0, 316.0, 35.0, 11.0]"
00829920_page-0.png,class of securities,"[78.0, 431.0, 21.0, 9.0]"
00829920_page-0.png,Previous notice Person's notes,"[184.0, 430.0, 42.0, 11.0]"
00829920_page-0.png,Previous notice Voting power,"[261.0, 430.0, 31.0, 11.0]"
00829920_page-0.png,Present notice Person's votes,"[321.0, 430.0, 43.0, 11.0]"
00829920_page-0.png,Present notice Voting power,"[401.0, 430.0, 27.0, 10.0]"
00830110_page-0.png,company name,"[170.0, 135.0, 142.0, 10.0]"
00830110_page-0.png,company ACN/ARSN,"[169.0, 152.0, 100.0, 11.0]"
00830110_page-0.png,substantial holder name,"[169.0, 202.0, 176.0, 9.0]"
00830110_page-0.png,holder ACN/ARSN,"[168.0, 221.0, 101.0, 9.0]"
00830110_page-0.png,There was a change in the interests of the substantial holder on,"[244.0, 260.0, 50.0, 9.0]"
00830110_page-0.png,The previous notice was dated,"[242.0, 278.0, 50.0, 10.0]"
00830110_page-0.png,The previous notice was given to the company on,"[242.0, 297.0, 48.0, 9.0]"
00830110_page-0.png,class of securities,"[62.0, 419.0, 105.0, 17.0]"
00830110_page-0.png,Previous notice Person's notes,"[200.0, 422.0, 51.0, 10.0]"
00830110_page-0.png,Present notice Person's votes,"[380.0, 423.0, 50.0, 10.0]"
00830110_page-0.png,Present notice Voting power,"[457.0, 423.0, 29.0, 9.0]"
00830110_page-0.png,Previous notice Voting power,"[290.0, 423.0, 29.0, 9.0]"
00830227_page-0.png,company name,"[142.0, 117.0, 176.0, 11.0]"
00830227_page-0.png,company ACN/ARSN,"[142.0, 129.0, 53.0, 9.0]"
00830227_page-0.png,substantial holder name,"[142.0, 169.0, 285.0, 10.0]"
00830227_page-0.png,holder ACN/ARSN,"[143.0, 179.0, 244.0, 11.0]"
00830227_page-0.png,There was a change in the interests of the substantial holder on,"[368.0, 201.0, 55.0, 10.0]"
00830227_page-0.png,The previous notice was dated,"[369.0, 220.0, 60.0, 10.0]"
00830227_page-0.png,The previous notice was given to the company on,"[369.0, 242.0, 61.0, 10.0]"
00830227_page-0.png,class of securities,"[76.0, 351.0, 38.0, 11.0]"
00830227_page-0.png,Previous notice Person's notes,"[198.0, 352.0, 48.0, 9.0]"
00830227_page-0.png,Previous notice Voting power,"[283.0, 351.0, 28.0, 9.0]"
00830227_page-0.png,Present notice Person's votes,"[349.0, 350.0, 47.0, 11.0]"
00830227_page-0.png,Present notice Voting power,"[454.0, 351.0, 27.0, 9.0]"
00830229_page-0.png,company name,"[143.0, 117.0, 103.0, 11.0]"
00830229_page-0.png,company ACN/ARSN,"[143.0, 128.0, 52.0, 11.0]"
00830229_page-0.png,substantial holder name,"[142.0, 169.0, 286.0, 11.0]"
00830229_page-0.png,holder ACN/ARSN,"[142.0, 181.0, 245.0, 10.0]"
00830229_page-0.png,There was a change in the interests of the substantial holder on,"[368.0, 200.0, 62.0, 11.0]"
00830229_page-0.png,The previous notice was dated,"[368.0, 220.0, 72.0, 11.0]"
00830229_page-0.png,The previous notice was given to the company on,"[368.0, 242.0, 73.0, 10.0]"
00830229_page-0.png,class of securities,"[77.0, 350.0, 36.0, 12.0]"
00830229_page-0.png,Previous notice Person's notes,"[199.0, 351.0, 42.0, 10.0]"
00830229_page-0.png,Previous notice Voting power,"[283.0, 351.0, 29.0, 10.0]"
00830229_page-0.png,Present notice Person's votes,"[352.0, 351.0, 43.0, 10.0]"
00830229_page-0.png,Present notice Voting power,"[455.0, 351.0, 27.0, 10.0]"
00830234_page-0.png,company name,"[143.0, 116.0, 128.0, 11.0]"
00830234_page-0.png,company ACN/ARSN,"[143.0, 128.0, 52.0, 11.0]"
00830234_page-0.png,substantial holder name,"[143.0, 178.0, 286.0, 11.0]"
00830234_page-0.png,holder ACN/ARSN,"[144.0, 190.0, 245.0, 10.0]"
00830234_page-0.png,There was a change in the interests of the substantial holder on,"[368.0, 209.0, 62.0, 11.0]"
00830234_page-0.png,The previous notice was dated,"[367.0, 231.0, 74.0, 11.0]"
00830234_page-0.png,The previous notice was given to the company on,"[368.0, 252.0, 72.0, 10.0]"
00830234_page-0.png,class of securities,"[77.0, 360.0, 37.0, 11.0]"
00830234_page-0.png,Previous notice Person's notes,"[196.0, 362.0, 51.0, 10.0]"
00830234_page-0.png,Previous notice Voting power,"[283.0, 361.0, 29.0, 10.0]"
00830234_page-0.png,Present notice Person's votes,"[348.0, 362.0, 50.0, 10.0]"
00830234_page-0.png,Present notice Voting power,"[455.0, 361.0, 27.0, 10.0]"
00830268_page-0.png,company name,"[223.0, 148.0, 101.0, 11.0]"
00830268_page-0.png,company ACN/ARSN,-1
00830268_page-0.png,substantial holder name,"[223.0, 202.0, 137.0, 10.0]"
00830268_page-0.png,holder ACN/ARSN,"[224.0, 220.0, 44.0, 12.0]"
00830268_page-0.png,There was a change in the interests of the substantial holder on,"[275.0, 255.0, 35.0, 9.0]"
00830268_page-0.png,The previous notice was dated,"[277.0, 274.0, 32.0, 10.0]"
00830268_page-0.png,The previous notice was given to the company on,"[275.0, 300.0, 34.0, 10.0]"
00830268_page-0.png,class of securities,"[135.0, 390.0, 21.0, 8.0]"
00830268_page-0.png,Previous notice Person's notes,"[230.0, 390.0, 37.0, 9.0]"
00830268_page-0.png,Previous notice Voting power,"[289.0, 390.0, 25.0, 9.0]"
00830268_page-0.png,Present notice Person's votes,"[382.0, 390.0, 39.0, 10.0]"
00830268_page-0.png,Present notice Voting power,"[443.0, 390.0, 27.0, 11.0]"
00830275_page-0.png,company name,"[223.0, 149.0, 110.0, 9.0]"
00830275_page-0.png,company ACN/ARSN,-1
00830275_page-0.png,substantial holder name,"[223.0, 202.0, 137.0, 10.0]"
00830275_page-0.png,holder ACN/ARSN,"[224.0, 220.0, 44.0, 12.0]"
00830275_page-0.png,There was a change in the interests of the substantial holder on,"[275.0, 255.0, 35.0, 9.0]"
00830275_page-0.png,The previous notice was dated,"[277.0, 274.0, 39.0, 10.0]"
00830275_page-0.png,The previous notice was given to the company on,"[275.0, 301.0, 42.0, 9.0]"
00830275_page-0.png,class of securities,"[135.0, 390.0, 21.0, 8.0]"
00830275_page-0.png,Previous notice Person's notes,"[230.0, 390.0, 37.0, 9.0]"
00830275_page-0.png,Previous notice Voting power,"[289.0, 390.0, 25.0, 9.0]"
00830275_page-0.png,Present notice Person's votes,"[382.0, 390.0, 39.0, 10.0]"
00830275_page-0.png,Present notice Voting power,"[443.0, 390.0, 27.0, 11.0]"
00830276_page-0.png,company name,"[222.0, 148.0, 59.0, 10.0]"
00830276_page-0.png,company ACN/ARSN,-1
00830276_page-0.png,substantial holder name,"[223.0, 202.0, 137.0, 10.0]"
00830276_page-0.png,holder ACN/ARSN,"[224.0, 220.0, 44.0, 12.0]"
00830276_page-0.png,There was a change in the interests of the substantial holder on,"[277.0, 256.0, 26.0, 9.0]"
00830276_page-0.png,The previous notice was dated,"[276.0, 275.0, 28.0, 9.0]"
00830276_page-0.png,The previous notice was given to the company on,"[277.0, 301.0, 27.0, 9.0]"
00830276_page-0.png,class of securities,"[135.0, 390.0, 21.0, 8.0]"
00830276_page-0.png,Previous notice Person's notes,"[230.0, 390.0, 37.0, 9.0]"
00830276_page-0.png,Previous notice Voting power,"[289.0, 390.0, 25.0, 9.0]"
00830276_page-0.png,Present notice Person's votes,"[382.0, 390.0, 39.0, 10.0]"
00830276_page-0.png,Present notice Voting power,"[443.0, 390.0, 27.0, 11.0]"
00830277_page-0.png,company name,"[222.0, 146.0, 122.0, 13.0]"
00830277_page-0.png,company ACN/ARSN,-1
00830277_page-0.png,substantial holder name,"[223.0, 202.0, 137.0, 10.0]"
00830277_page-0.png,holder ACN/ARSN,"[224.0, 220.0, 44.0, 12.0]"
00830277_page-0.png,There was a change in the interests of the substantial holder on,"[275.0, 255.0, 35.0, 9.0]"
00830277_page-0.png,The previous notice was dated,"[277.0, 274.0, 32.0, 10.0]"
00830277_page-0.png,The previous notice was given to the company on,"[275.0, 300.0, 34.0, 10.0]"
00830277_page-0.png,class of securities,"[135.0, 390.0, 21.0, 8.0]"
00830277_page-0.png,Previous notice Person's notes,"[230.0, 390.0, 37.0, 9.0]"
00830277_page-0.png,Previous notice Voting power,"[290.0, 390.0, 26.0, 9.0]"
00830277_page-0.png,Present notice Person's votes,"[382.0, 390.0, 39.0, 10.0]"
00830277_page-0.png,Present notice Voting power,"[443.0, 389.0, 27.0, 11.0]"
00830331_page-1.png,company name,"[163.0, 161.0, 100.0, 11.0]"
00830331_page-1.png,company ACN/ARSN,"[163.0, 180.0, 47.0, 10.0]"
00830331_page-1.png,substantial holder name,"[161.0, 228.0, 104.0, 9.0]"
00830331_page-1.png,holder ACN/ARSN,"[164.0, 239.0, 46.0, 8.0]"
00830331_page-1.png,There was a change in the interests of the substantial holder on,"[208.0, 268.0, 42.0, 9.0]"
00830331_page-1.png,The previous notice was dated,"[206.0, 287.0, 46.0, 8.0]"
00830331_page-1.png,The previous notice was given to the company on,"[207.0, 315.0, 45.0, 9.0]"
00830331_page-1.png,class of securities,"[92.0, 419.0, 85.0, 9.0]"
00830331_page-1.png,Previous notice Person's notes,"[232.0, 420.0, 43.0, 7.0]"
00830331_page-1.png,Previous notice Voting power,"[325.0, 420.0, 30.0, 7.0]"
00830331_page-1.png,Present notice Person's votes,"[393.0, 419.0, 43.0, 8.0]"
00830331_page-1.png,Present notice Voting power,"[470.0, 420.0, 29.0, 7.0]"
00830368_page-0.png,company name,"[212.0, 129.0, 118.0, 11.0]"
00830368_page-0.png,company ACN/ARSN,"[214.0, 148.0, 47.0, 10.0]"
00830368_page-0.png,substantial holder name,"[213.0, 179.0, 44.0, 12.0]"
00830368_page-0.png,holder ACN/ARSN,-1
00830368_page-0.png,There was a change in the interests of the substantial holder on,"[282.0, 226.0, 44.0, 12.0]"
00830368_page-0.png,The previous notice was dated,"[280.0, 243.0, 47.0, 10.0]"
00830368_page-0.png,The previous notice was given to the company on,"[279.0, 258.0, 46.0, 10.0]"
00830368_page-0.png,class of securities,"[88.0, 388.0, 62.0, 10.0]"
00830368_page-0.png,Previous notice Person's notes,"[194.0, 388.0, 43.0, 9.0]"
00830368_page-0.png,Present notice Person's votes,"[357.0, 388.0, 43.0, 12.0]"
00830368_page-0.png,Present notice Voting power,"[427.0, 388.0, 30.0, 9.0]"
00830368_page-0.png,Previous notice Voting power,"[276.0, 388.0, 29.0, 12.0]"
00830472_page-0.png,company name,"[132.0, 201.0, 103.0, 13.0]"
00830472_page-0.png,company ACN/ARSN,"[133.0, 216.0, 66.0, 11.0]"
00830472_page-0.png,substantial holder name,"[134.0, 292.0, 118.0, 14.0]"
00830472_page-0.png,holder ACN/ARSN,"[136.0, 309.0, 93.0, 12.0]"
00830472_page-0.png,There was a change in the interests of the substantial holder on,"[409.0, 373.0, 46.0, 12.0]"
00830472_page-0.png,The previous notice was dated,"[408.0, 393.0, 47.0, 12.0]"
00830472_page-0.png,The previous notice was given to the company on,"[408.0, 412.0, 47.0, 12.0]"
00830472_page-0.png,class of securities,"[48.0, 576.0, 47.0, 13.0]"
00830472_page-0.png,Previous notice Person's notes,"[166.0, 576.0, 61.0, 13.0]"
00830472_page-0.png,Present notice Person's votes,"[369.0, 576.0, 62.0, 12.0]"
00830472_page-0.png,Present notice Voting power,"[478.0, 576.0, 43.0, 13.0]"
00830472_page-0.png,Previous notice Voting power,"[276.0, 576.0, 44.0, 13.0]"
00830541_page-0.png,company name,"[181.0, 119.0, 83.0, 11.0]"
00830541_page-0.png,company ACN/ARSN,-1
00830541_page-0.png,substantial holder name,"[182.0, 180.0, 195.0, 11.0]"
00830541_page-0.png,holder ACN/ARSN,"[182.0, 196.0, 19.0, 10.0]"
00830541_page-0.png,There was a change in the interests of the substantial holder on,"[247.0, 231.0, 56.0, 10.0]"
00830541_page-0.png,The previous notice was dated,"[247.0, 247.0, 57.0, 10.0]"
00830541_page-0.png,The previous notice was given to the company on,"[247.0, 263.0, 56.0, 11.0]"
00830541_page-0.png,class of securities,"[85.0, 377.0, 45.0, 12.0]"
00830541_page-0.png,Previous notice Person's notes,"[209.0, 378.0, 54.0, 10.0]"
00830541_page-0.png,Present notice Person's votes,"[370.0, 377.0, 52.0, 11.0]"
00830541_page-0.png,Present notice Voting power,"[440.0, 378.0, 27.0, 10.0]"
00830541_page-0.png,Previous notice Voting power,"[291.0, 378.0, 26.0, 11.0]"
00830650_page-0.png,company name,"[196.0, 178.0, 149.0, 12.0]"
00830650_page-0.png,company ACN/ARSN,"[197.0, 200.0, 58.0, 11.0]"
00830650_page-0.png,substantial holder name,"[196.0, 230.0, 173.0, 11.0]"
00830650_page-0.png,holder ACN/ARSN,"[197.0, 242.0, 59.0, 11.0]"
00830650_page-0.png,There was a change in the interests of the substantial holder on,"[304.0, 271.0, 46.0, 13.0]"
00830650_page-0.png,The previous notice was dated,"[305.0, 285.0, 44.0, 11.0]"
00830650_page-0.png,The previous notice was given to the company on,"[304.0, 296.0, 45.0, 11.0]"
00830650_page-0.png,class of securities,"[88.0, 400.0, 64.0, 9.0]"
00830650_page-0.png,Previous notice Person's notes,"[201.0, 399.0, 40.0, 11.0]"
00830650_page-0.png,Previous notice Voting power,"[293.0, 399.0, 27.0, 11.0]"
00830650_page-0.png,Present notice Person's votes,"[374.0, 400.0, 41.0, 10.0]"
00830650_page-0.png,Present notice Voting power,"[469.0, 400.0, 27.0, 9.0]"
00830686_page-0.png,company name,"[178.0, 125.0, 86.0, 14.0]"
00830686_page-0.png,company ACN/ARSN,"[177.0, 146.0, 51.0, 13.0]"
00830686_page-0.png,substantial holder name,"[178.0, 191.0, 168.0, 12.0]"
00830686_page-0.png,There was a change in the interests of the substantial holder on,"[380.0, 224.0, 107.0, 11.0]"
00830686_page-0.png,The previous notice was dated,"[381.0, 236.0, 38.0, 9.0]"
00830686_page-0.png,The previous notice was given to the company on,"[381.0, 247.0, 38.0, 10.0]"
00830686_page-0.png,class of securities,"[108.0, 356.0, 80.0, 20.0]"
00830686_page-0.png,Previous notice Person's notes,"[204.0, 356.0, 39.0, 10.0]"
00830686_page-0.png,Previous notice Voting power,"[271.0, 355.0, 31.0, 12.0]"
00830686_page-0.png,Present notice Person's votes,"[348.0, 356.0, 42.0, 11.0]"
00830686_page-0.png,Present notice Voting power,"[430.0, 354.0, 33.0, 12.0]"
00830691_page-0.png,company name,"[107.0, 155.0, 131.0, 11.0]"
00830691_page-0.png,substantial holder name,"[106.0, 261.0, 378.0, 12.0]"
00830691_page-0.png,holder ACN/ARSN,"[108.0, 275.0, 59.0, 11.0]"
00830691_page-0.png,There was a change in the interests of the substantial holder on,"[152.0, 311.0, 70.0, 10.0]"
00830691_page-0.png,The previous notice was dated,"[152.0, 339.0, 56.0, 10.0]"
00830691_page-0.png,The previous notice was given to the company on,"[152.0, 368.0, 57.0, 9.0]"
00830691_page-0.png,class of securities,"[37.0, 463.0, 94.0, 9.0]"
00830691_page-0.png,Previous notice Person's notes,"[152.0, 463.0, 42.0, 9.0]"
00830691_page-0.png,Previous notice Voting power,"[300.0, 464.0, 38.0, 8.0]"
00830691_page-0.png,Present notice Person's votes,"[372.0, 463.0, 42.0, 10.0]"
00830691_page-0.png,Present notice Voting power,"[499.0, 464.0, 28.0, 8.0]"
00830691_page-0.png,company ACN/ARSN,"[107.0, 192.0, 59.0, 11.0]"
00830695_page-0.png,company name,"[223.0, 109.0, 89.0, 10.0]"
00830695_page-0.png,company ACN/ARSN,"[223.0, 119.0, 48.0, 10.0]"
00830695_page-0.png,substantial holder name,"[222.0, 149.0, 185.0, 31.0]"
00830695_page-0.png,holder ACN/ARSN,"[223.0, 181.0, 49.0, 10.0]"
00830695_page-0.png,There was a change in the interests of the substantial holder on,"[224.0, 211.0, 44.0, 10.0]"
00830695_page-0.png,The previous notice was dated,"[224.0, 221.0, 66.0, 9.0]"
00830695_page-0.png,The previous notice was given to the company on,"[223.0, 232.0, 67.0, 8.0]"
00830695_page-0.png,class of securities,"[32.0, 325.0, 92.0, 7.0]"
00830695_page-0.png,Previous notice Person's notes,"[237.0, 324.0, 42.0, 8.0]"
00830695_page-0.png,Present notice Person's votes,"[397.0, 325.0, 41.0, 8.0]"
00830695_page-0.png,Present notice Voting power,"[493.0, 324.0, 28.0, 8.0]"
00830695_page-0.png,Previous notice Voting power,"[333.0, 325.0, 29.0, 8.0]"
00830703_page-0.png,company name,"[143.0, 118.0, 212.0, 10.0]"
00830703_page-0.png,company ACN/ARSN,"[143.0, 128.0, 52.0, 11.0]"
00830703_page-0.png,substantial holder name,"[142.0, 169.0, 286.0, 11.0]"
00830703_page-0.png,holder ACN/ARSN,"[142.0, 181.0, 245.0, 10.0]"
00830703_page-0.png,There was a change in the interests of the substantial holder on,"[368.0, 200.0, 55.0, 11.0]"
00830703_page-0.png,The previous notice was dated,"[368.0, 221.0, 63.0, 10.0]"
00830703_page-0.png,The previous notice was given to the company on,"[368.0, 243.0, 62.0, 9.0]"
00830703_page-0.png,class of securities,"[77.0, 361.0, 37.0, 11.0]"
00830703_page-0.png,Previous notice Person's notes,"[197.0, 362.0, 47.0, 9.0]"
00830703_page-0.png,Previous notice Voting power,"[282.0, 361.0, 29.0, 10.0]"
00830703_page-0.png,Present notice Person's votes,"[350.0, 362.0, 47.0, 10.0]"
00830703_page-0.png,Present notice Voting power,"[455.0, 362.0, 27.0, 10.0]"
